function,slot,fixed,sentinel,symbolic
tp_channel_call_when_ready,2,,,
tp_channel_close_async,0,,,
tp_channel_close_async,1,,,
tp_channel_close_async,2,,,
tp_channel_close_finish,0,,,
tp_channel_close_finish,1,,,
tp_channel_destroy_async,0,,,
tp_channel_destroy_async,1,,,
tp_channel_destroy_async,2,,,
tp_channel_destroy_finish,0,,,
tp_channel_destroy_finish,1,,,
tp_channel_dispatch_operation_borrow_account,0,,,
tp_channel_dispatch_operation_borrow_channels,0,,,
tp_channel_dispatch_operation_borrow_connection,0,,,
tp_channel_dispatch_operation_borrow_immutable_properties,0,,,
tp_channel_dispatch_operation_borrow_possible_handlers,0,,,
tp_channel_dispatch_operation_claim_async,0,,,
tp_channel_dispatch_operation_claim_async,1,,,
tp_channel_dispatch_operation_claim_async,2,,,
tp_channel_dispatch_operation_claim_finish,0,,,
tp_channel_dispatch_operation_claim_finish,1,,,
tp_channel_dispatch_operation_claim_with_async,0,,,
tp_channel_dispatch_operation_claim_with_async,1,,,
tp_channel_dispatch_operation_claim_with_async,2,,,
tp_channel_dispatch_operation_claim_with_async,3,,,
tp_channel_dispatch_operation_claim_with_finish,0,,,
tp_channel_dispatch_operation_claim_with_finish,1,,,
tp_channel_dispatch_operation_close_channels_async,0,,,
tp_channel_dispatch_operation_close_channels_async,1,,,
tp_channel_dispatch_operation_close_channels_async,2,,,
tp_channel_dispatch_operation_close_channels_finish,0,,,
tp_channel_dispatch_operation_close_channels_finish,1,,,
tp_channel_dispatch_operation_destroy_channels_async,0,,,
tp_channel_dispatch_operation_destroy_channels_async,1,,,
tp_channel_dispatch_operation_destroy_channels_async,2,,,
tp_channel_dispatch_operation_destroy_channels_finish,0,,,
tp_channel_dispatch_operation_destroy_channels_finish,1,,,
tp_channel_dispatch_operation_get_account,0,,,
tp_channel_dispatch_operation_get_channels,0,,,
tp_channel_dispatch_operation_get_connection,0,,,
tp_channel_dispatch_operation_get_possible_handlers,0,,,
tp_channel_dispatch_operation_handle_with_async,0,,,
tp_channel_dispatch_operation_handle_with_async,1,,NUL,
tp_channel_dispatch_operation_handle_with_async,2,,,
tp_channel_dispatch_operation_handle_with_async,3,,,
tp_channel_dispatch_operation_handle_with_finish,0,,,
tp_channel_dispatch_operation_handle_with_finish,1,,,
tp_channel_dispatch_operation_handle_with_time_async,0,,,
tp_channel_dispatch_operation_handle_with_time_async,1,,NUL,
tp_channel_dispatch_operation_handle_with_time_async,2,,,
tp_channel_dispatch_operation_handle_with_time_async,3,,,
tp_channel_dispatch_operation_handle_with_time_async,4,,,
tp_channel_dispatch_operation_handle_with_time_finish,0,,,
tp_channel_dispatch_operation_handle_with_time_finish,1,,,
tp_channel_dispatch_operation_leave_channels_async,0,,,
tp_channel_dispatch_operation_leave_channels_async,1,,,
tp_channel_dispatch_operation_leave_channels_async,2,,NUL,
tp_channel_dispatch_operation_leave_channels_async,3,,,
tp_channel_dispatch_operation_leave_channels_async,4,,,
tp_channel_dispatch_operation_leave_channels_finish,0,,,
tp_channel_dispatch_operation_leave_channels_finish,1,,,
tp_channel_dispatcher_present_channel_async,0,,,
tp_channel_dispatcher_present_channel_async,1,,,
tp_channel_dispatcher_present_channel_async,2,,,
tp_channel_dispatcher_present_channel_async,3,,,
tp_channel_dispatcher_present_channel_async,4,,,
tp_channel_dispatcher_present_channel_finish,0,,,
tp_channel_dispatcher_present_channel_finish,1,,,
tp_channel_dup_immutable_properties,0,,,
tp_channel_get_channel_type,0,,,
tp_channel_get_channel_type_id,0,,,
tp_channel_get_chat_state,0,,,
tp_channel_get_chat_state,1,,,
tp_channel_get_connection,0,,,
tp_channel_get_handle,0,,,
tp_channel_get_handle,1,,,
tp_channel_get_identifier,0,,,
tp_channel_get_initiator_contact,0,,,
tp_channel_get_initiator_handle,0,,,
tp_channel_get_initiator_identifier,0,,,
tp_channel_get_requested,0,,,
tp_channel_get_target_contact,0,,,
tp_channel_group_dup_local_pending_contacts,0,,,
tp_channel_group_dup_members_contacts,0,,,
tp_channel_group_dup_remote_pending_contacts,0,,,
tp_channel_group_get_contact_owner,0,,,
tp_channel_group_get_contact_owner,1,,,
tp_channel_group_get_flags,0,,,
tp_channel_group_get_handle_owner,0,,,
tp_channel_group_get_handle_owner,1,,,
tp_channel_group_get_local_pending,0,,,
tp_channel_group_get_local_pending_contact_info,0,,,
tp_channel_group_get_local_pending_contact_info,1,,,
tp_channel_group_get_local_pending_contact_info,2,,,
tp_channel_group_get_local_pending_contact_info,3,,,
tp_channel_group_get_local_pending_contact_info,4,,,
tp_channel_group_get_local_pending_info,0,,,
tp_channel_group_get_local_pending_info,1,,,
tp_channel_group_get_local_pending_info,2,,,
tp_channel_group_get_local_pending_info,3,,,
tp_channel_group_get_local_pending_info,4,,,
tp_channel_group_get_members,0,,,
tp_channel_group_get_remote_pending,0,,,
tp_channel_group_get_self_contact,0,,,
tp_channel_group_get_self_handle,0,,,
tp_channel_is_ready,0,,,
tp_channel_join_async,0,,,
tp_channel_join_async,1,,NUL,
tp_channel_join_async,2,,,
tp_channel_join_async,3,,,
tp_channel_join_finish,0,,,
tp_channel_join_finish,1,,,
tp_channel_leave_async,0,,,
tp_channel_leave_async,1,,,
tp_channel_leave_async,2,,NUL,
tp_channel_leave_async,3,,,
tp_channel_leave_async,4,,,
tp_channel_leave_finish,0,,,
tp_channel_leave_finish,1,,,
tp_channel_password_needed,0,,,
tp_channel_provide_password_async,0,,,
tp_channel_provide_password_async,1,,NUL,
tp_channel_provide_password_async,2,,,
tp_channel_provide_password_async,3,,,
tp_channel_provide_password_finish,0,,,
tp_channel_provide_password_finish,1,,,
tp_channel_request_dup_hints,0,,,
tp_channel_request_dup_immutable_properties,0,,,
tp_channel_request_get_account,0,,,
tp_channel_request_get_hints,0,,,
tp_channel_request_get_immutable_properties,0,,,
tp_channel_request_get_preferred_handler,0,,,
tp_channel_request_get_user_action_time,0,,,
tp_channel_request_set_channel_factory,0,,,
tp_channel_request_set_channel_factory,1,,,
tp_channel_run_until_ready,0,,,
tp_channel_run_until_ready,1,,,
tp_channel_run_until_ready,2,,,
tp_client_channel_factory_create_channel,0,,,
tp_client_channel_factory_create_channel,1,,,
tp_client_channel_factory_create_channel,2,,NUL,
tp_client_channel_factory_create_channel,3,,NUL,
tp_client_channel_factory_dup_channel_features,0,,,
tp_client_channel_factory_dup_channel_features,1,,,
tp_connection_add_client_interest,0,,,
tp_connection_add_client_interest,1,,NUL,
tp_connection_add_client_interest_by_id,0,,,
tp_connection_add_client_interest_by_id,1,,,
tp_connection_add_to_group_async,0,,,
tp_connection_add_to_group_async,1,,,
tp_connection_add_to_group_async,2,,,
tp_connection_add_to_group_async,3,,,2
tp_connection_add_to_group_async,4,,,
tp_connection_add_to_group_async,5,,,
tp_connection_add_to_group_finish,0,,,
tp_connection_add_to_group_finish,1,,,
tp_connection_authorize_publication_async,0,,,
tp_connection_authorize_publication_async,1,,,
tp_connection_authorize_publication_async,2,,,1
tp_connection_authorize_publication_async,3,,,
tp_connection_authorize_publication_async,4,,,
tp_connection_authorize_publication_finish,0,,,
tp_connection_authorize_publication_finish,1,,,
tp_connection_bind_connection_status_to_property,0,,,
tp_connection_bind_connection_status_to_property,1,,,
tp_connection_bind_connection_status_to_property,2,,NUL,
tp_connection_bind_connection_status_to_property,3,,,
tp_connection_block_contacts_async,0,,,
tp_connection_block_contacts_async,1,,,
tp_connection_block_contacts_async,2,,,1
tp_connection_block_contacts_async,3,,,
tp_connection_block_contacts_async,4,,,
tp_connection_block_contacts_async,5,,,
tp_connection_block_contacts_finish,0,,,
tp_connection_block_contacts_finish,1,,,
tp_connection_call_when_ready,0,,,
tp_connection_call_when_ready,1,,,
tp_connection_call_when_ready,2,,,
tp_connection_can_report_abusive,0,,,
tp_connection_can_set_contact_alias,0,,,
tp_connection_disconnect_async,0,,,
tp_connection_disconnect_async,1,,,
tp_connection_disconnect_async,2,,,
tp_connection_disconnect_finish,0,,,
tp_connection_disconnect_finish,1,,,
tp_connection_dup_contact_by_id_async,0,,,
tp_connection_dup_contact_by_id_async,1,,NUL,
tp_connection_dup_contact_by_id_async,2,,,
tp_connection_dup_contact_by_id_async,3,,,2
tp_connection_dup_contact_by_id_async,4,,,
tp_connection_dup_contact_by_id_async,5,,,
tp_connection_dup_contact_by_id_finish,0,,,
tp_connection_dup_contact_by_id_finish,1,,,
tp_connection_dup_contact_if_possible,0,,,
tp_connection_dup_contact_if_possible,1,,,
tp_connection_dup_contact_if_possible,2,,NUL,
tp_connection_dup_contact_info_supported_fields,0,,,
tp_connection_dup_contact_list,0,,,
tp_connection_dup_detailed_error_vardict,0,,,
tp_connection_dup_detailed_error_vardict,1,,,
tp_connection_get_account,0,,,
tp_connection_get_avatar_requirements,0,,,
tp_connection_get_balance,0,,,
tp_connection_get_balance,1,,,
tp_connection_get_balance,2,,,
tp_connection_get_balance,3,,,
tp_connection_get_balance_uri,0,,,
tp_connection_get_blocked_contacts,0,,,
tp_connection_get_can_change_contact_list,0,,,
tp_connection_get_capabilities,0,,,
tp_connection_get_cm_name,0,,,
tp_connection_get_connection_manager_name,0,,,
tp_connection_get_contact_attributes,0,,,
tp_connection_get_contact_attributes,1,,,
tp_connection_get_contact_attributes,2,,,
tp_connection_get_contact_attributes,3,,,2
tp_connection_get_contact_attributes,4,,,
tp_connection_get_contact_attributes,5,,,
tp_connection_get_contact_attributes,6,,,
tp_connection_get_contact_attributes,7,,,
tp_connection_get_contact_attributes,8,,,
tp_connection_get_contact_attributes,9,,,
tp_connection_get_contact_groups,0,,,
tp_connection_get_contact_info_flags,0,,,
tp_connection_get_contact_info_supported_fields,0,,,
tp_connection_get_contact_list_attributes,0,,,
tp_connection_get_contact_list_attributes,1,,,
tp_connection_get_contact_list_attributes,2,,,
tp_connection_get_contact_list_attributes,3,,,
tp_connection_get_contact_list_attributes,4,,,
tp_connection_get_contact_list_attributes,5,,,
tp_connection_get_contact_list_attributes,6,,,
tp_connection_get_contact_list_attributes,7,,,
tp_connection_get_contact_list_persists,0,,,
tp_connection_get_contact_list_state,0,,,
tp_connection_get_contacts_by_handle,0,,,
tp_connection_get_contacts_by_handle,1,,,
tp_connection_get_contacts_by_handle,2,,,
tp_connection_get_contacts_by_handle,3,,,
tp_connection_get_contacts_by_handle,4,,,3
tp_connection_get_contacts_by_handle,5,,,
tp_connection_get_contacts_by_handle,6,,,
tp_connection_get_contacts_by_handle,7,,,
tp_connection_get_contacts_by_handle,8,,,
tp_connection_get_contacts_by_id,0,,,
tp_connection_get_contacts_by_id,1,,,
tp_connection_get_contacts_by_id,2,,,1
tp_connection_get_contacts_by_id,3,,,
tp_connection_get_contacts_by_id,4,,,3
tp_connection_get_contacts_by_id,5,,,
tp_connection_get_contacts_by_id,6,,,
tp_connection_get_contacts_by_id,7,,,
tp_connection_get_contacts_by_id,8,,,
tp_connection_get_detailed_error,0,,,
tp_connection_get_detailed_error,1,,,
tp_connection_get_disjoint_groups,0,,,
tp_connection_get_group_storage,0,,,
tp_connection_get_protocol_name,0,,,
tp_connection_get_request_uses_message,0,,,
tp_connection_get_self_contact,0,,,
tp_connection_get_self_handle,0,,,
tp_connection_get_status,0,,,
tp_connection_get_status,1,,,
tp_connection_has_immortal_handles,0,,,
tp_connection_hold_handles,0,,,
tp_connection_hold_handles,1,,,
tp_connection_hold_handles,2,,,
tp_connection_hold_handles,3,,,
tp_connection_hold_handles,4,,,
tp_connection_hold_handles,5,,,
tp_connection_hold_handles,6,,,
tp_connection_hold_handles,7,,,
tp_connection_hold_handles,8,,,
tp_connection_is_ready,0,,,
tp_connection_manager_activate,0,,,
tp_connection_manager_call_when_ready,0,,,
tp_connection_manager_call_when_ready,1,,,
tp_connection_manager_call_when_ready,2,,,
tp_connection_manager_call_when_ready,3,,,
tp_connection_manager_call_when_ready,4,,,
tp_connection_manager_check_valid_name,0,,NUL,
tp_connection_manager_check_valid_protocol_name,0,,NUL,
tp_connection_manager_dup_protocol_names,0,,,
tp_connection_manager_dup_protocols,0,,,
tp_connection_manager_get_info_source,0,,,
tp_connection_manager_get_name,0,,,
tp_connection_manager_get_protocol,0,,,
tp_connection_manager_get_protocol,1,,,
tp_connection_manager_get_protocol_object,0,,,
tp_connection_manager_get_protocol_object,1,,,
tp_connection_manager_has_protocol,0,,,
tp_connection_manager_has_protocol,1,,,
tp_connection_manager_is_ready,0,,,
tp_connection_manager_is_running,0,,,
tp_connection_manager_param_copy,0,,,
tp_connection_manager_param_dup_default_variant,0,,,
tp_connection_manager_param_dup_variant_type,0,,,
tp_connection_manager_param_free,0,,,
tp_connection_manager_param_get_dbus_signature,0,,,
tp_connection_manager_param_get_default,0,,,
tp_connection_manager_param_get_default,1,,,
tp_connection_manager_param_get_name,0,,,
tp_connection_manager_param_is_dbus_property,0,,,
tp_connection_manager_param_is_required,0,,,
tp_connection_manager_param_is_required_for_registration,0,,,
tp_connection_manager_param_is_secret,0,,,
tp_connection_manager_protocol_can_register,0,,,
tp_connection_manager_protocol_copy,0,,,
tp_connection_manager_protocol_dup_param_names,0,,,
tp_connection_manager_protocol_free,0,,,
tp_connection_manager_protocol_get_param,0,,,
tp_connection_manager_protocol_get_param,1,,NUL,
tp_connection_manager_protocol_has_param,0,,,
tp_connection_manager_protocol_has_param,1,,NUL,
tp_connection_parse_object_path,0,,,
tp_connection_parse_object_path,1,,,
tp_connection_parse_object_path,2,,,
tp_connection_presence_type_cmp_availability,0,,,
tp_connection_presence_type_cmp_availability,1,,,
tp_connection_refresh_contact_info,0,,,
tp_connection_refresh_contact_info,1,,,
tp_connection_refresh_contact_info,2,,,1
tp_connection_remove_contacts_async,0,,,
tp_connection_remove_contacts_async,1,,,
tp_connection_remove_contacts_async,2,,,1
tp_connection_remove_contacts_async,3,,,
tp_connection_remove_contacts_async,4,,,
tp_connection_remove_contacts_finish,0,,,
tp_connection_remove_contacts_finish,1,,,
tp_connection_remove_from_group_async,0,,,
tp_connection_remove_from_group_async,1,,,
tp_connection_remove_from_group_async,2,,,
tp_connection_remove_from_group_async,3,,,2
tp_connection_remove_from_group_async,4,,,
tp_connection_remove_from_group_async,5,,,
tp_connection_remove_from_group_finish,0,,,
tp_connection_remove_from_group_finish,1,,,
tp_connection_remove_group_async,0,,,
tp_connection_remove_group_async,1,,NUL,
tp_connection_remove_group_async,2,,,
tp_connection_remove_group_async,3,,,
tp_connection_remove_group_finish,0,,,
tp_connection_remove_group_finish,1,,,
tp_connection_rename_group_async,0,,,
tp_connection_rename_group_async,1,,NUL,
tp_connection_rename_group_async,2,,NUL,
tp_connection_rename_group_async,3,,,
tp_connection_rename_group_async,4,,,
tp_connection_rename_group_finish,0,,,
tp_connection_rename_group_finish,1,,,
tp_connection_request_handles,0,,,
tp_connection_request_handles,1,,,
tp_connection_request_handles,2,,,
tp_connection_request_handles,3,,NUL,
tp_connection_request_handles,4,,,
tp_connection_request_handles,5,,,
tp_connection_request_handles,6,,,
tp_connection_request_handles,7,,,
tp_connection_request_subscription_async,0,,,
tp_connection_request_subscription_async,1,,,
tp_connection_request_subscription_async,2,,,1
tp_connection_request_subscription_async,3,,,
tp_connection_request_subscription_async,4,,,
tp_connection_request_subscription_async,5,,,
tp_connection_request_subscription_finish,0,,,
tp_connection_request_subscription_finish,1,,,
tp_connection_run_until_ready,0,,,
tp_connection_run_until_ready,1,,,
tp_connection_run_until_ready,2,,,
tp_connection_run_until_ready,3,,,
tp_connection_set_contact_info_async,0,,,
tp_connection_set_contact_info_async,1,,,
tp_connection_set_contact_info_async,2,,,
tp_connection_set_contact_info_async,3,,,
tp_connection_set_contact_info_finish,0,,,
tp_connection_set_contact_info_finish,1,,,
tp_connection_set_group_members_async,0,,,
tp_connection_set_group_members_async,1,,,
tp_connection_set_group_members_async,2,,,
tp_connection_set_group_members_async,3,,,2
tp_connection_set_group_members_async,4,,,
tp_connection_set_group_members_async,5,,,
tp_connection_set_group_members_finish,0,,,
tp_connection_set_group_members_finish,1,,,
tp_connection_unblock_contacts_async,0,,,
tp_connection_unblock_contacts_async,1,,,
tp_connection_unblock_contacts_async,2,,,1
tp_connection_unblock_contacts_async,3,,,
tp_connection_unblock_contacts_async,4,,,
tp_connection_unblock_contacts_finish,0,,,
tp_connection_unblock_contacts_finish,1,,,
tp_connection_unpublish_async,0,,,
tp_connection_unpublish_async,1,,,
tp_connection_unpublish_async,2,,,1
tp_connection_unpublish_async,3,,,
tp_connection_unpublish_async,4,,,
tp_connection_unpublish_finish,0,,,
tp_connection_unpublish_finish,1,,,
tp_connection_unref_handles,0,,,
tp_connection_unref_handles,1,,,
tp_connection_unref_handles,2,,,
tp_connection_unref_handles,3,,,
tp_connection_unsubscribe_async,0,,,
tp_connection_unsubscribe_async,1,,,
tp_connection_unsubscribe_async,2,,,1
tp_connection_unsubscribe_async,3,,,
tp_connection_unsubscribe_async,4,,,
tp_connection_unsubscribe_finish,0,,,
tp_connection_unsubscribe_finish,1,,,
tp_connection_upgrade_contacts,0,,,
tp_connection_upgrade_contacts,1,,,
tp_connection_upgrade_contacts,2,,,1
tp_connection_upgrade_contacts,3,,,
tp_connection_upgrade_contacts,4,,,3
tp_connection_upgrade_contacts,5,,,
tp_connection_upgrade_contacts,6,,,
tp_connection_upgrade_contacts,7,,,
tp_connection_upgrade_contacts,8,,,
tp_connection_upgrade_contacts_async,0,,,
tp_connection_upgrade_contacts_async,1,,,
tp_connection_upgrade_contacts_async,2,,,1
tp_connection_upgrade_contacts_async,3,,,
tp_connection_upgrade_contacts_async,4,,,3
tp_connection_upgrade_contacts_async,5,,,
tp_connection_upgrade_contacts_async,6,,,
tp_connection_upgrade_contacts_finish,0,,,
tp_connection_upgrade_contacts_finish,1,,,
tp_connection_upgrade_contacts_finish,2,,,
tp_contact_add_to_group_async,0,,,
tp_contact_add_to_group_async,1,,,
tp_contact_add_to_group_async,2,,,
tp_contact_add_to_group_async,3,,,
tp_contact_add_to_group_finish,0,,,
tp_contact_add_to_group_finish,1,,,
tp_contact_authorize_publication_async,0,,,
tp_contact_authorize_publication_async,1,,,
tp_contact_authorize_publication_async,2,,,
tp_contact_authorize_publication_finish,0,,,
tp_contact_authorize_publication_finish,1,,,
tp_contact_block_async,0,,,
tp_contact_block_async,1,,,
tp_contact_block_async,2,,,
tp_contact_block_async,3,,,
tp_contact_block_finish,0,,,
tp_contact_block_finish,1,,,
tp_contact_dup_contact_info,0,,,
tp_contact_dup_location,0,,,
tp_contact_get_account,0,,,
tp_contact_get_alias,0,,,
tp_contact_get_avatar_file,0,,,
tp_contact_get_avatar_mime_type,0,,,
tp_contact_get_avatar_token,0,,,
tp_contact_get_capabilities,0,,,
tp_contact_get_client_types,0,,,
tp_contact_get_connection,0,,,
tp_contact_get_contact_groups,0,,,
tp_contact_get_contact_info,0,,,
tp_contact_get_handle,0,,,
tp_contact_get_identifier,0,,,
tp_contact_get_location,0,,,
tp_contact_get_presence_message,0,,,
tp_contact_get_presence_status,0,,,
tp_contact_get_presence_type,0,,,
tp_contact_get_publish_request,0,,,
tp_contact_get_publish_state,0,,,
tp_contact_get_subscribe_state,0,,,
tp_contact_has_feature,0,,,
tp_contact_has_feature,1,,,
tp_contact_info_field_copy,0,,,
tp_contact_info_field_free,0,,,
tp_contact_info_field_spec_copy,0,,,
tp_contact_info_field_spec_free,0,,,
tp_contact_info_list_copy,0,,,
tp_contact_info_list_free,0,,,
tp_contact_info_spec_list_copy,0,,,
tp_contact_info_spec_list_free,0,,,
tp_contact_is_blocked,0,,,
tp_contact_remove_async,0,,,
tp_contact_remove_async,1,,,
tp_contact_remove_async,2,,,
tp_contact_remove_finish,0,,,
tp_contact_remove_finish,1,,,
tp_contact_remove_from_group_async,0,,,
tp_contact_remove_from_group_async,1,,,
tp_contact_remove_from_group_async,2,,,
tp_contact_remove_from_group_async,3,,,
tp_contact_remove_from_group_finish,0,,,
tp_contact_remove_from_group_finish,1,,,
tp_contact_request_contact_info_async,0,,,
tp_contact_request_contact_info_async,1,,,
tp_contact_request_contact_info_async,2,,,
tp_contact_request_contact_info_async,3,,,
tp_contact_request_contact_info_finish,0,,,
tp_contact_request_contact_info_finish,1,,,
tp_contact_request_subscription_async,0,,,
tp_contact_request_subscription_async,1,,,
tp_contact_request_subscription_async,2,,,
tp_contact_request_subscription_async,3,,,
tp_contact_request_subscription_finish,0,,,
tp_contact_request_subscription_finish,1,,,
tp_contact_search_get_account,0,,,
tp_contact_search_get_limit,0,,,
tp_contact_search_get_search_keys,0,,,
tp_contact_search_get_server,0,,,
tp_contact_search_new_async,0,,,
tp_contact_search_new_async,1,,,
tp_contact_search_new_async,2,,,
tp_contact_search_new_async,3,,,
tp_contact_search_new_async,4,,,
tp_contact_search_reset_async,0,,,
tp_contact_search_reset_async,1,,NUL,
tp_contact_search_reset_async,2,,,
tp_contact_search_reset_async,3,,,
tp_contact_search_reset_async,4,,,
tp_contact_search_reset_finish,0,,,
tp_contact_search_reset_finish,1,,,
tp_contact_search_result_dup_fields,0,,,
tp_contact_search_result_get_field,0,,,
tp_contact_search_result_get_field,1,,,
tp_contact_search_result_get_fields,0,,,
tp_contact_search_result_get_identifier,0,,,
tp_contact_search_start,0,,,
tp_contact_search_start,1,,,
tp_contact_set_contact_groups_async,0,,,
tp_contact_set_contact_groups_async,1,,,
tp_contact_set_contact_groups_async,2,,,
tp_contact_set_contact_groups_async,3,,,
tp_contact_set_contact_groups_async,4,,,
tp_contact_set_contact_groups_finish,0,,,
tp_contact_set_contact_groups_finish,1,,,
tp_contact_unblock_async,0,,,
tp_contact_unblock_async,1,,,
tp_contact_unblock_async,2,,,
tp_contact_unblock_finish,0,,,
tp_contact_unblock_finish,1,,,
tp_contact_unpublish_async,0,,,
tp_contact_unpublish_async,1,,,
tp_contact_unpublish_async,2,,,
tp_contact_unpublish_finish,0,,,
tp_contact_unpublish_finish,1,,,
tp_contact_unsubscribe_async,0,,,
tp_contact_unsubscribe_async,1,,,
tp_contact_unsubscribe_async,2,,,
tp_contact_unsubscribe_finish,0,,,
tp_contact_unsubscribe_finish,1,,,
tp_contacts_mixin_add_contact_attributes_iface,0,,,
tp_contacts_mixin_add_contact_attributes_iface,1,,NUL,
tp_contacts_mixin_add_contact_attributes_iface,2,,,
tp_contacts_mixin_class_init,0,,,
tp_contacts_mixin_class_init,1,,,
tp_contacts_mixin_finalize,0,,,
tp_contacts_mixin_get_contact_attributes,0,,,
tp_contacts_mixin_get_contact_attributes,1,,,
tp_contacts_mixin_get_contact_attributes,2,,NUL,
tp_contacts_mixin_get_contact_attributes,3,,NUL,
tp_contacts_mixin_get_contact_attributes,4,,,
tp_contacts_mixin_iface_init,0,,,
tp_contacts_mixin_iface_init,1,,,
tp_contacts_mixin_init,0,,,
tp_contacts_mixin_init,1,,,
tp_contacts_mixin_set_contact_attribute,0,,,
tp_contacts_mixin_set_contact_attribute,1,,,
tp_contacts_mixin_set_contact_attribute,2,,NUL,
tp_contacts_mixin_set_contact_attribute,3,,,
tp_dbus_check_valid_bus_name,0,,NUL,
tp_dbus_check_valid_bus_name,1,,,
tp_dbus_check_valid_interface_name,0,,NUL,
tp_dbus_check_valid_member_name,0,,NUL,
tp_dbus_check_valid_object_path,0,,NUL,
tp_dbus_daemon_cancel_name_owner_watch,0,,,
tp_dbus_daemon_cancel_name_owner_watch,1,,,
tp_dbus_daemon_cancel_name_owner_watch,2,,,
tp_dbus_daemon_cancel_name_owner_watch,3,,,
tp_dbus_daemon_get_unique_name,0,,,
tp_dbus_daemon_list_activatable_names,0,,,
tp_dbus_daemon_list_activatable_names,1,,,
tp_dbus_daemon_list_activatable_names,2,,,
tp_dbus_daemon_list_activatable_names,3,,,
tp_dbus_daemon_list_activatable_names,4,,,
tp_dbus_daemon_list_activatable_names,5,,,
tp_dbus_daemon_list_names,0,,,
tp_dbus_daemon_list_names,1,,,
tp_dbus_daemon_list_names,2,,,
tp_dbus_daemon_list_names,3,,,
tp_dbus_daemon_list_names,4,,,
tp_dbus_daemon_list_names,5,,,
tp_dbus_daemon_register_object,0,,,
tp_dbus_daemon_register_object,1,,,
tp_dbus_daemon_register_object,2,,,
tp_dbus_daemon_release_name,0,,,
tp_dbus_daemon_release_name,1,,NUL,
tp_dbus_daemon_request_name,0,,,
tp_dbus_daemon_request_name,1,,NUL,
tp_dbus_daemon_request_name,2,,,
tp_dbus_daemon_unregister_object,0,,,
tp_dbus_daemon_unregister_object,1,,,
tp_dbus_daemon_watch_name_owner,0,,,
tp_dbus_daemon_watch_name_owner,1,,NUL,
tp_dbus_daemon_watch_name_owner,2,,,
tp_dbus_daemon_watch_name_owner,3,,,
tp_dbus_daemon_watch_name_owner,4,,,
tp_dbus_g_method_return_not_implemented,0,,,
tp_dbus_properties_mixin_class_init,0,,,
tp_dbus_properties_mixin_class_init,1,,,
tp_dbus_properties_mixin_dup_all,0,,,
tp_dbus_properties_mixin_dup_all,1,,,
tp_dbus_properties_mixin_emit_properties_changed,0,,,
tp_dbus_properties_mixin_emit_properties_changed,1,,NUL,
tp_dbus_properties_mixin_emit_properties_changed,2,,NUL,
tp_dbus_properties_mixin_emit_properties_changed_varargs,0,,,
tp_dbus_properties_mixin_emit_properties_changed_varargs,1,,NUL,
tp_dbus_properties_mixin_emit_properties_changed_varargs,2,,,
tp_dbus_properties_mixin_fill_properties_hash,0,,,
tp_dbus_properties_mixin_fill_properties_hash,1,,,
tp_dbus_properties_mixin_fill_properties_hash,2,,,
tp_dbus_properties_mixin_fill_properties_hash,3,,,
tp_dbus_properties_mixin_fill_properties_hash,4,,,
tp_dbus_properties_mixin_get,0,,,
tp_dbus_properties_mixin_get,1,,NUL,
tp_dbus_properties_mixin_get,2,,NUL,
tp_dbus_properties_mixin_get,3,,,
tp_dbus_properties_mixin_getter_gobject_properties,0,,,
tp_dbus_properties_mixin_getter_gobject_properties,1,,,
tp_dbus_properties_mixin_getter_gobject_properties,2,,,
tp_dbus_properties_mixin_getter_gobject_properties,3,,,
tp_dbus_properties_mixin_getter_gobject_properties,4,,NUL,
tp_dbus_properties_mixin_iface_init,0,,,
tp_dbus_properties_mixin_iface_init,1,,,
tp_dbus_properties_mixin_implement_interface,0,,,
tp_dbus_properties_mixin_implement_interface,1,,,
tp_dbus_properties_mixin_implement_interface,2,,,
tp_dbus_properties_mixin_implement_interface,3,,,
tp_dbus_properties_mixin_implement_interface,4,,,
tp_dbus_properties_mixin_make_properties_hash,0,,,
tp_dbus_properties_mixin_make_properties_hash,1,,,
tp_dbus_properties_mixin_make_properties_hash,2,,,
tp_dbus_properties_mixin_make_properties_hash,3,,,
tp_dbus_properties_mixin_set,0,,,
tp_dbus_properties_mixin_set,1,,NUL,
tp_dbus_properties_mixin_set,2,,NUL,
tp_dbus_properties_mixin_set,3,,,
tp_dbus_properties_mixin_setter_gobject_properties,0,,,
tp_dbus_properties_mixin_setter_gobject_properties,1,,,
tp_dbus_properties_mixin_setter_gobject_properties,2,,,
tp_dbus_properties_mixin_setter_gobject_properties,3,,,
tp_dbus_properties_mixin_setter_gobject_properties,4,,NUL,
tp_dbus_tube_channel_accept_async,0,,,
tp_dbus_tube_channel_accept_async,1,,,
tp_dbus_tube_channel_accept_async,2,,,
tp_dbus_tube_channel_accept_finish,0,,,
tp_dbus_tube_channel_accept_finish,1,,,
tp_dbus_tube_channel_dup_parameters_vardict,0,,,
tp_dbus_tube_channel_get_parameters,0,,,
tp_dbus_tube_channel_get_service_name,0,,,
tp_dbus_tube_channel_offer_async,0,,,
tp_dbus_tube_channel_offer_async,1,,,
tp_dbus_tube_channel_offer_async,2,,,
tp_dbus_tube_channel_offer_async,3,,,
tp_dbus_tube_channel_offer_finish,0,,,
tp_dbus_tube_channel_offer_finish,1,,,
tp_debug_client_get_messages_async,0,,,
