function,slot,fixed,sentinel,symbolic
clutter_animation_set_timeline,0,,,
clutter_animation_set_timeline,1,,,
clutter_animation_unbind_property,0,,,
clutter_animation_unbind_property,1,,NUL,
clutter_animation_update,0,,,
clutter_animation_update,1,,NUL,
clutter_animation_update,2,,,
clutter_animation_update_interval,0,,,
clutter_animation_update_interval,1,,NUL,
clutter_animation_update_interval,2,,,
clutter_animator_compute_value,0,,,
clutter_animator_compute_value,1,,,
clutter_animator_compute_value,2,,NUL,
clutter_animator_compute_value,3,,,
clutter_animator_compute_value,4,,,
clutter_animator_get_duration,0,,,
clutter_animator_get_keys,0,,,
clutter_animator_get_keys,1,,,
clutter_animator_get_keys,2,,NUL,
clutter_animator_get_keys,3,,,
clutter_animator_get_timeline,0,,,
clutter_animator_key_get_mode,0,,,
clutter_animator_key_get_object,0,,,
clutter_animator_key_get_progress,0,,,
clutter_animator_key_get_property_name,0,,,
clutter_animator_key_get_property_type,0,,,
clutter_animator_key_get_value,0,,,
clutter_animator_key_get_value,1,,,
clutter_animator_property_get_ease_in,0,,,
clutter_animator_property_get_ease_in,1,,,
clutter_animator_property_get_ease_in,2,,NUL,
clutter_animator_property_get_interpolation,0,,,
clutter_animator_property_get_interpolation,1,,,
clutter_animator_property_get_interpolation,2,,NUL,
clutter_animator_property_set_ease_in,0,,,
clutter_animator_property_set_ease_in,1,,,
clutter_animator_property_set_ease_in,2,,NUL,
clutter_animator_property_set_ease_in,3,,,
clutter_animator_property_set_interpolation,0,,,
clutter_animator_property_set_interpolation,1,,,
clutter_animator_property_set_interpolation,2,,NUL,
clutter_animator_property_set_interpolation,3,,,
clutter_animator_remove_key,0,,,
clutter_animator_remove_key,1,,,
clutter_animator_remove_key,2,,NUL,
clutter_animator_remove_key,3,,,
clutter_animator_set,0,,,
clutter_animator_set,1,,,
clutter_animator_set,2,,NUL,
clutter_animator_set,3,,,
clutter_animator_set,4,,,
clutter_animator_set,5,,,
clutter_animator_set_duration,0,,,
clutter_animator_set_duration,1,,,
clutter_animator_set_key,0,,,
clutter_animator_set_key,1,,,
clutter_animator_set_key,2,,NUL,
clutter_animator_set_key,3,,,
clutter_animator_set_key,4,,,
clutter_animator_set_key,5,,,
clutter_animator_set_timeline,0,,,
clutter_animator_set_timeline,1,,,
clutter_animator_start,0,,,
clutter_backend_get_double_click_distance,0,,,
clutter_backend_get_double_click_time,0,,,
clutter_backend_get_font_name,0,,,
clutter_backend_get_font_options,0,,,
clutter_backend_get_resolution,0,,,
clutter_backend_set_double_click_distance,0,,,
clutter_backend_set_double_click_distance,1,,,
clutter_backend_set_double_click_time,0,,,
clutter_backend_set_double_click_time,1,,,
clutter_backend_set_font_name,0,,,
clutter_backend_set_font_name,1,,NUL,
clutter_backend_set_font_options,0,,,
clutter_backend_set_font_options,1,,,
clutter_backend_set_resolution,0,,,
clutter_backend_set_resolution,1,,,
clutter_behaviour_actors_foreach,0,,,
clutter_behaviour_actors_foreach,1,,,
clutter_behaviour_actors_foreach,2,,,
clutter_behaviour_apply,0,,,
clutter_behaviour_apply,1,,,
clutter_behaviour_depth_get_bounds,0,,,
clutter_behaviour_depth_get_bounds,1,,,
clutter_behaviour_depth_get_bounds,2,,,
clutter_behaviour_depth_set_bounds,0,,,
clutter_behaviour_depth_set_bounds,1,,,
clutter_behaviour_depth_set_bounds,2,,,
clutter_behaviour_ellipse_get_angle_end,0,,,
clutter_behaviour_ellipse_get_angle_start,0,,,
clutter_behaviour_ellipse_get_angle_tilt,0,,,
clutter_behaviour_ellipse_get_angle_tilt,1,,,
clutter_behaviour_ellipse_get_center,0,,,
clutter_behaviour_ellipse_get_center,1,,,
clutter_behaviour_ellipse_get_center,2,,,
clutter_behaviour_ellipse_get_direction,0,,,
clutter_behaviour_ellipse_get_height,0,,,
clutter_behaviour_ellipse_get_tilt,0,,,
clutter_behaviour_ellipse_get_tilt,1,,,
clutter_behaviour_ellipse_get_tilt,2,,,
clutter_behaviour_ellipse_get_tilt,3,,,
clutter_behaviour_ellipse_get_width,0,,,
clutter_behaviour_ellipse_set_angle_end,0,,,
clutter_behaviour_ellipse_set_angle_end,1,,,
clutter_behaviour_ellipse_set_angle_start,0,,,
clutter_behaviour_ellipse_set_angle_start,1,,,
clutter_behaviour_ellipse_set_angle_tilt,0,,,
clutter_behaviour_ellipse_set_angle_tilt,1,,,
clutter_behaviour_ellipse_set_angle_tilt,2,,,
clutter_behaviour_ellipse_set_center,0,,,
clutter_behaviour_ellipse_set_center,1,,,
clutter_behaviour_ellipse_set_center,2,,,
clutter_behaviour_ellipse_set_direction,0,,,
clutter_behaviour_ellipse_set_direction,1,,,
clutter_behaviour_ellipse_set_height,0,,,
clutter_behaviour_ellipse_set_height,1,,,
